,x lower,x upper,y lower,y upper,0 lower,0 upper,1 lower,1 upper,2 lower,2 upper,3 lower,3 upper
0,-0.836448669,-0.827209592,0.793791771,0.829565287,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,0.631229281,0.666553795,0.989777207,0.992611527,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2,-0.941802025,-0.939602137,-0.120661661,-0.0756379962,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3,0.691791773,0.71046865,1.10804296,1.11158299,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4,-0.242278472,-0.0473889224,0.611347556,0.648414254,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5,-0.969971061,-0.965417206,0.0353028551,0.0381414182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,0.0996376574,0.102563694,0.0868102461,0.0898946673,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,0.0945985019,0.098134324,0.455787778,0.461092383,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8,0.756770551,0.767600656,-0.580209196,-0.519362211,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,-0.827209592,-0.815638781,1.15422559,1.1560638,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
10,0.881192088,0.883736134,1.04354954,1.04407668,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
11,0.282358736,0.285146773,-0.9537521,-0.950737357,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
12,0.454870522,0.470520973,-0.796829641,-0.790305912,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
13,0.691791773,0.715253472,0.986505747,0.988928437,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
14,0.792172015,0.795880556,-0.42812562,-0.400744379,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
15,-0.464475632,-0.418369234,-0.770530939,-0.759224117,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
16,-0.827209592,-0.815638781,1.07789743,1.082039,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
17,-0.660455585,-0.654761076,0.952755213,0.954222441,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
18,-0.63641715,-0.626672268,1.15422559,1.1560638,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
19,0.0945985019,0.098134324,0.177168429,0.204896539,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20,0.443017244,0.454870522,-0.828644097,-0.820702076,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
21,0.631229281,0.651277244,-0.570060492,-0.549152613,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
22,0.684413612,0.688660085,-0.580209196,-0.519362211,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
23,-0.770811796,-0.765179992,1.20188713,1.20581961,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
24,-0.0911358371,-0.072310701,0.501796246,0.551824689,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
25,-0.660455585,-0.654761076,-0.496651888,-0.440823644,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
