"","x.x4","x.V2","classes"
"1",-0.760668995309884,1.0769177383129,"1"
"2",-0.585540729577731,0.931243766669882,"1"
"3",-0.704724376471341,1.08469835003626,"1"
"4",-0.766293638209098,0.976276268589776,"1"
"5",-0.799225649946031,0.934036151201327,"1"
"6",-0.731053627040415,1.13799531203746,"1"
"7",-0.837653481888692,1.00125629252851,"1"
"8",-0.630382974199643,1.16657154437774,"1"
"9",-0.611234938196219,1.10992270219669,"1"
"10",-0.851092199310795,0.877857702762883,"1"
"11",-0.839599672299745,1.05223680949539,"1"
"12",-0.882723908854638,1.20270252867881,"1"
"13",-0.744635862740744,1.07136561241012,"1"
"14",-0.908013966777534,1.03325849424493,"1"
"15",-1.03135391801413,1.09955645215975,"1"
"16",-0.976732607990572,0.998040524217985,"1"
"17",-0.894757649494381,0.881494714812247,"1"
"18",-0.786336731880236,1.05922817275822,"1"
"19",-0.732184293051894,0.799460618177025,"1"
"20",-0.82058228390926,0.975579050198161,"1"
"21",-0.947729682658072,1.08028666877189,"1"
"22",-0.720676768664068,1.08974602084243,"1"
"23",-0.715698029366853,0.984181677207409,"1"
"24",-0.633595250954008,0.920004745083403,"1"
"25",-0.676675815435765,0.997066003074361,"1"
"26",-0.700505873140617,1.04453881517142,"1"
"27",-0.667096777083741,1.0709394281669,"1"
"28",-0.790304065554571,0.908397988884308,"1"
"29",-0.697804722859304,0.984636147273215,"1"
"30",-0.881528360892411,0.841766817812425,"1"
"31",-0.914337886715779,1.04879852658706,"1"
"32",-0.903196074901414,0.90019816055492,"1"
"33",-0.769944398621255,0.82647830753055,"1"
"34",-0.939045041123598,0.932003359422415,"1"
"35",-0.755977482537207,0.916118854584431,"1"
"36",-0.87146874945185,1.03574241937875,"1"
"37",-0.772684863985992,1.02336798797972,"1"
"38",-1.00180184455928,0.963770459074964,"1"
"39",-0.578216163934314,0.965795159758453,"1"
"40",-0.820039970935969,1.07345447699634,"1"
"41",-0.850993918833678,0.976922654731895,"1"
"42",-0.821745030912902,0.924998171585213,"1"
"43",-0.713761608678318,1.01321556144816,"1"
"44",-0.77681467638462,0.928379901380902,"1"
"45",-0.783005151827137,0.894367121672784,"1"
"46",-0.816324622205337,0.999434583728034,"1"
"47",-0.701459864743157,0.963595315105408,"1"
"48",-0.799605271231926,0.793343806389055,"1"
"49",-0.667962258299339,0.925004777826403,"1"
"50",-0.852768114461714,0.99556609773742,"1"
"51",-0.827900752059792,1.16756169777799,"1"
"52",-0.746439038962392,0.931435821839099,"1"
"53",-0.694059991375352,1.18808525687278,"1"
"54",-0.820316539894415,0.844426371389141,"1"
"55",-0.92061115531609,0.809900677808179,"1"
"56",-0.745857160515179,1.0925579643274,"1"
"57",-0.944819671959747,1.20433010103237,"1"
"58",-0.740385309697128,0.843323874356854,"1"
"59",-0.745953511062851,0.839880170739963,"1"
"60",-0.830105018478105,1.01478405529467,"1"
"61",-1.05866992342753,1.00012679420713,"1"
"62",-0.730848353054148,0.9186690208385,"1"
"63",-0.844956127605354,1.15720698553389,"1"
"64",-0.772620581013721,1.0357796673007,"1"
"65",-0.800320327537248,1.15274919039402,"1"
"66",-0.805066697535667,0.872986517848559,"1"
"67",-0.973616295259376,0.765999817941483,"1"
"68",-0.792314026547283,0.964296635824946,"1"
"69",-0.73981921840813,0.864688501210408,"1"
"70",-0.67352280686976,1.26663624891537,"1"
"71",-0.770438802410481,0.875671671460258,"1"
"72",-0.587002126072767,0.947602831674385,"1"
"73",-0.922760848773231,0.996843442812068,"1"
"74",-0.832995658061833,0.841053857674768,"1"
"75",-0.730334139714496,1.13981688555032,"1"
"76",-0.712963422907064,0.997417627499048,"1"
"77",-0.866702632044095,0.904170341131756,"1"
"78",-0.843335900462056,0.94559021633214,"1"
"79",-0.777854594695891,0.777115416730152,"1"
"80",-0.946644647725179,0.943134905747896,"1"
"81",-0.789668354136614,1.10536360610529,"1"
"82",-0.870847902513737,1.03614217445511,"1"
"83",-0.896016793327403,1.02444219666142,"1"
"84",-0.751680427449188,0.717882556352279,"1"
"85",-0.778241761560025,1.03158012376867,"1"
"86",-0.711499695774025,0.929383245940187,"1"
"87",-0.931521031844929,1.15434474723558,"1"
"88",-0.798749680143226,0.780122477317132,"1"
"89",-0.828566423876431,0.989874538999626,"1"
"90",-0.820705926506979,0.988377231011977,"1"
"91",-0.860583501894442,1.00727057517185,"1"
"92",-0.80292799699931,1.00133472936193,"1"
"93",-0.79677382152419,0.994378930256765,"1"
"94",-0.904548692031898,0.913934248274458,"1"
"95",-0.795948308090996,1.12434571626706,"1"
"96",-0.632562727130948,1.05484152221863,"1"
"97",-0.839911277371874,0.942065539437343,"1"
"98",-1.02659078970484,1.21848114323446,"1"
"99",-0.646897366476414,1.06259132317704,"1"
"100",-0.832203675154293,1.12666390333266,"1"
"101",-0.919832001298974,0.936372601905969,"1"
"102",-0.819399795963377,0.818736563494387,"1"
"103",-0.908758196668777,1.00473258285303,"1"
"104",-0.708571399138722,0.997484011457353,"1"
"105",-0.567743324962974,0.986004476512729,"1"
"106",-0.744216356198866,1.03687102196642,"1"
"107",-0.980685281913576,1.0468244493841,"1"
"108",-0.74858392020127,0.996611350957423,"1"
"109",-0.719013849722666,0.950057997673212,"1"
"110",-0.769666091540737,0.886563379080487,"1"
"111",-1.03221005922902,0.710183994411017,"1"
"112",-0.922137312946316,1.00995933293184,"1"
"113",-0.891589278542058,1.10693323622737,"1"
"114",-0.800815104440722,0.979671864379372,"1"
"115",-0.790185424746094,1.05435865417531,"1"
"116",-0.854351602365174,0.900334636970765,"1"
"117",-0.954891391380831,1.10850541538408,"1"
"118",-0.774534153573497,0.838787372755423,"1"
"119",-0.850493695343054,0.972468593138618,"1"
"120",-0.718553927997565,0.749414020253954,"1"
"121",-0.733328095838727,1.00854777174036,"1"
"122",-0.745264948888344,0.822610515845049,"1"
"123",-0.835061939800948,1.06137731906505,"1"
"124",-0.95438789709152,0.909398146067841,"1"
"125",-0.954630468409898,1.12365017489285,"1"
"126",-0.801500858307552,0.992808020575891,"1"
"127",-0.673058156021037,1.06595186305122,"1"
"128",-0.873547295823597,1.00437354245795,"1"
"129",-0.862430944148069,0.842997587684853,"1"
"130",-0.933001594263639,1.00331720199928,"1"
"131",-0.616788164793746,1.00100150147423,"1"
"132",-0.800313402402401,0.912764916730908,"1"
"133",-0.92578472785066,0.975011263639974,"1"
"134",-0.932492880307279,1.06955628485937,"1"
"135",-0.921704430642975,1.18394279017834,"1"
"136",-0.753801838042329,1.03612943959629,"1"
"137",-0.822470656289685,1.07120310574227,"1"
"138",-0.788002627609945,0.963278164370151,"1"
"139",-0.796427205192314,0.889738342232188,"1"
"140",-0.703274210565057,1.03365245687361,"1"
"141",-0.789661582595486,1.08536599691057,"1"
"142",-0.648066442514894,1.07153793456316,"1"
"143",-0.959072762305275,1.0233406587906,"1"
"144",-0.749942604423662,0.933627670405888,"1"
"145",-0.726495267777712,1.17070816602921,"1"
"146",-0.660247472931972,1.12512753069705,"1"
"147",-0.769351276275584,1.03336891766673,"1"
"148",-0.832300741116189,0.962217362507302,"1"
"149",-0.797050992459318,0.993556014193166,"1"
"150",-0.774350224781503,0.964597772740146,"1"
"151",-0.67614000294173,0.838380311054869,"1"
"152",-0.779079581029027,0.856442147112008,"1"
"153",-0.876169581432094,1.0616617145256,"1"
"154",-0.844861089606956,0.972611443191159,"1"
"155",-0.840462129139577,0.952158459685847,"1"
"156",-0.796559597892551,1.04378690660037,"1"
"157",-0.81203361874932,0.937295367674238,"1"
"158",-0.855160061107559,1.12477945921861,"1"
"159",-0.946117347557294,1.10516015161346,"1"
"160",-0.76523589395693,0.93332146863768,"1"
"161",-0.808078678210501,0.903845943442533,"1"
"162",-0.744160802151003,0.891082855305756,"1"
"163",-0.624605503856743,0.973823548087884,"1"
"164",-0.911580165157037,0.917426027475402,"1"
"165",-0.964339835681068,0.863375422079712,"1"
"166",-0.54911794197703,1.07074740258347,"1"
"167",-0.659328822255041,1.14873224281116,"1"
"168",-0.717879209150161,0.913666414229826,"1"
"169",-0.832622242121759,0.826056266478389,"1"
"170",-0.634158819929977,1.07924235667134,"1"
"171",-0.838185875577131,1.14303910606086,"1"
"172",-0.735356004979734,0.853837293040278,"1"
"173",-0.836333600879564,1.21857281244514,"1"
"174",-0.76494394944686,0.990705917127305,"1"
"175",-0.746383426704529,0.828576383697242,"1"
"176",-0.795414163508485,0.94955425139241,"1"
"177",-0.927776926177673,0.86101926196022,"1"
"178",-0.874892791336881,0.97119894269707,"1"
"179",-0.648599929690887,0.86153123836507,"1"
"180",-0.902433933202514,0.960882250944649,"1"
"181",-0.788800402058902,0.953361317976874,"1"
"182",-0.790741143891683,1.12019709946302,"1"
"183",-0.850373096904588,1.05330323478021,"1"
"184",-0.968321115557555,1.11677186869295,"1"
"185",-0.928359079062793,1.01146745824029,"1"
"186",-0.588175364827341,0.773442379543584,"1"
"187",-0.634659090509158,1.05049363616207,"1"
"188",-0.798246064611507,0.981983262885566,"1"
"189",-0.6106673595254,0.984829962594031,"1"
"190",-0.892994923111731,0.907900128842994,"1"
"191",-0.974074301250663,0.950234199254548,"1"
"192",-0.853145060642363,0.839121509471641,"1"
"193",-0.791631830714352,0.987555630810056,"1"
"194",-0.599788723238208,1.03263008205155,"1"
"195",-0.693782707684162,1.09206501017421,"1"
"196",-0.763647880428997,0.857376647542697,"1"
"197",-0.729255141359937,1.14026002328724,"1"
"198",-0.713049140650527,1.10337650819112,"1"
"199",-0.963216092805337,1.01229853838337,"1"
"200",-0.752690381931694,1.14222655252789,"1"
"201",-0.775301126015747,0.899628519891585,"1"
"202",-0.682386963966754,1.07484738009299,"1"
"203",-0.821005847991108,0.875357029724351,"1"
"204",-0.792745813658776,0.954759384627304,"1"
"205",-0.774531393530954,1.15515037154245,"1"
"206",-0.884701215788479,0.846231399822764,"1"
"207",-0.753418318941799,1.09792077646425,"1"
"208",-0.758465109257745,0.814253157267025,"1"
"209",-0.758949304404404,0.891104779007589,"1"
"210",-0.675569709550906,0.848500431137538,"1"
"211",-0.830253155779657,1.04720202789449,"1"
"212",-0.724963359734402,0.799280757011302,"1"
"213",-0.933028686642341,0.8936777001556,"1"
"214",-0.657857070574704,0.954078511671304,"1"
"215",-0.666929903436086,1.06992950472037,"1"
"216",-0.631777309906191,0.853950056746309,"1"
"217",-0.818712746342782,1.0780548391669,"1"
"218",-0.707741530043486,0.968394544964955,"1"
"219",-0.859129860883186,1.03363556376715,"1"
"220",-0.889775890763926,1.15937568587744,"1"
"221",-0.806884413134866,1.03441380743695,"1"
"222",-0.765447854106839,1.20226263615519,"1"
"223",-0.703604597495077,0.936188223397268,"1"
"224",-0.866580553188455,0.996592102878473,"1"
"225",-0.663140658670723,0.999794933582908,"1"
"226",-1.05867667205094,0.768337754382078,"1"
"227",-0.777657516216825,0.984485728820711,"1"
"228",-0.764201018625278,1.12992227921799,"1"
"229",-0.874972370904679,1.21856964340264,"1"
"230",-0.896468018470797,0.956710993083028,"1"
"231",-0.734923019057596,1.11100828241199,"1"
"232",-0.924221185316635,1.10480860964504,"1"
"233",-0.862797657033458,1.21791554278003,"1"
"234",-0.724403223536659,0.847307383514031,"1"
"235",-0.856213218391295,1.09104978088384,"1"
"236",-0.75999149726581,1.06199793911091,"1"
"237",-0.841010434583575,0.89157361747803,"1"
"238",-0.836144580358065,0.807115985770706,"1"
"239",-0.938162619506335,0.905979321129285,"1"
"240",-0.851738147269595,1.0103088215695,"1"
"241",-0.778082986977478,0.960476636637834,"1"
"242",-1.04228320784554,1.03840937157574,"1"
"243",-0.796624308973144,0.965980141392267,"1"
"244",-0.991243784071544,1.10809201585875,"1"
"245",-0.774179238093869,1.26334772221435,"1"
"246",-0.723778350349467,1.16698198525618,"1"
"247",-0.910353701874,1.07313572983056,"1"
"248",-0.932018456307208,0.956601638448517,"1"
"249",-0.867694503878114,0.740279381509828,"1"
"250",-0.991346531183377,1.16427896728653,"1"
"251",-0.593110660758186,0.967650868649802,"1"
"252",-0.818244044286604,1.04406960700737,"1"
"253",-0.906276340450393,0.864740700524734,"1"
"254",-0.668482252094203,0.9524332368257,"1"
"255",-0.7698767371007,1.05124494860064,"1"
"256",-0.84692382225763,1.00759815120272,"1"
"257",-0.754847634878458,1.0551137307831,"1"
"258",-0.855510597315091,0.992949413384855,"1"
"259",-0.618756823425871,1.03904504764912,"1"
"260",-0.587917516717453,0.997913172003165,"1"
"261",-0.604236772654757,1.05989035477065,"1"
"262",-1.03410143478297,0.921825294535139,"1"
"263",-0.723587657594588,1.11140369194693,"1"
"264",-0.626399633031894,1.04401714184463,"1"
"265",-0.850254389374918,1.05546854954818,"1"
"266",-0.792634408763457,1.06015963902958,"1"
"267",-0.642524768569532,0.919798088387102,"1"
"268",-0.885200834142296,0.933289080751177,"1"
"269",-0.867332939600001,1.15732302689569,"1"
"270",-0.81041850489551,1.11431056596578,"1"
"271",-0.660387780183788,1.01758380528648,"1"
"272",-0.696441462139782,1.0297421038989,"1"
"273",-0.769657360656143,1.00449393638876,"1"
"274",-0.785599946002444,0.924484845124672,"1"
"275",-0.896433263010799,1.01555352930162,"1"
"276",-0.589474002234599,0.791039266766179,"1"
"277",-0.736455852189307,0.98995165395714,"1"
"278",-0.624909818682778,0.944773318400351,"1"
"279",-0.966661713973596,1.01527811961896,"1"
"280",-0.824945811392341,1.15461365694447,"1"
"281",-0.827534322792463,0.984112003325524,"1"
"282",-0.840266954479284,0.992803949856608,"1"
"283",-0.917351291548963,1.21715105919824,"1"
