,x lower,x upper,y lower,y upper,0 lower,0 upper,1 lower,1 upper,2 lower,2 upper,3 lower,3 upper
0,-0.837836862,-0.811483264,0.758201718,0.816716909,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5
1,-0.964442432,-0.940760195,-0.104780212,-0.0136611816,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
2,0.707342863,0.712363899,1.10804296,1.13028359,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5
3,-0.973071575,-0.964442432,-0.00699522533,0.0355008766,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
4,0.0526619777,0.102993444,0.0215631425,0.0909739584,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
5,0.753952384,0.759885192,-0.560465157,-0.521237612,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
6,-0.837836862,-0.811483264,1.14263284,1.15726495,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5
7,0.881527007,0.891455293,1.0397135,1.04486024,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5
8,0.420809388,0.483914346,-0.803643763,-0.772569895,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
9,0.783656955,0.798430502,-0.402804375,-0.395587951,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
10,-0.508719563,-0.40114522,-0.768034577,-0.6025967,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
11,-0.714961827,-0.625795245,0.863202333,0.954735518,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5
12,0.0526619777,0.102993444,0.123909727,0.264397621,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
13,0.630642772,0.694916964,-0.560465157,-0.445533425,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
14,-0.774264693,-0.708886743,1.17239404,1.21857119,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5
15,-0.10430859,-0.0739418715,0.396482944,0.568394423,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
16,-0.0410346016,-0.0135021135,0.274014026,0.396482944,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
17,-0.0340622589,-0.0135021135,0.123909727,0.19173567,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
18,0.714056492,0.736393571,0.762356043,0.798493564,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5
19,-0.0585151985,-0.0340622589,0.123909727,0.19173567,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
20,-0.0585151985,-0.0340622589,-0.869104743,-0.857938468,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
21,-0.964442432,-0.950201154,-0.00699522533,0.0355008766,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
22,0.630642772,0.679682493,-0.6025967,-0.560465157,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
23,-0.702836871,-0.696063638,-0.64565587,-0.6025967,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
24,0.823755383,0.838528395,-0.352535456,-0.20362623,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
25,-0.0410346016,-0.0135021135,0.568394423,0.613012791,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
26,0.053604845,0.102993444,-0.99145925,-0.966994643,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0
27,0.0267916899,0.0366673321,0.396482944,0.568394423,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
28,0.184007376,0.393911183,-0.89211601,-0.880336881,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
29,0.053604845,0.102993444,-0.966994643,-0.944329739,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0
30,0.85873723,0.880320072,1.02278328,1.02944994,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5
31,-0.0585151985,-0.0454382971,-1.04425049,-1.02902341,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0
32,-0.788401484,-0.774917603,0.863202333,0.954735518,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5
33,0.98707962,1.08101466766576,1.16398036,1.17239404,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5
34,-0.157214716,-0.0820131004,0.0215631425,0.0909739584,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
35,0.640930355,0.712363899,0.841410339,0.863202333,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5
36,0.0277790464,0.0366673321,-0.99145925,-0.966994643,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0
37,0.547980785,0.610016227,-0.772569895,-0.618387222,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
38,-0.714961827,-0.625795245,0.863202333,0.954735518,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5
39,0.610016227,0.626862586,-0.772569895,-0.636386156,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
40,0.110100836,0.13096036,0.00536118075,0.0215631425,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
41,0.184007376,0.393911183,-0.869104743,-0.857938468,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
42,0.2815184,0.389116228,-0.966994643,-0.944329739,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0
43,-0.00924285874,0.0267916899,0.679981828,0.741813898,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5
