"","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
"1",7.53273256360157,2.66590991892697,5.27154627993198,2.36779223042941,"virginica"
"2",6.69648039709661,2.82613939396602,4.6717762659367,1.7029569341172,"virginica"
"3",6.80008299058091,3.37849363243165,6.84583395588481,2.70691672422238,"virginica"
"4",6.62788706155138,2.95848158187133,5.78444040503578,2.29751683423193,"virginica"
"5",6.2773647547597,3.03139327191916,6.21533046943405,2.03026556341455,"virginica"
"6",6.73086867385184,3.15885398604368,5.24205366079856,2.30978238580248,"virginica"
"7",4.96235552314263,2.51557823889675,3.20494786730717,1.04637664723261,"versicolor"
"8",6.29594314640102,2.49497673633449,4.92088644464015,1.87848664066086,"versicolor"
"9",5.41141609130866,2.988195838592,4.35025020187515,1.51161158155344,"versicolor"
"10",4.95013192920645,3.22203944572077,1.60667017799524,0.327480993441031,"setosa"
"11",7.23153341789566,2.81725715149911,6.15106686096533,2.0892996168506,"virginica"
"12",5.64742787218872,2.84365920944309,4.49759059535431,1.84932563440566,"virginica"
"13",5.09298355499827,3.36710884376446,1.37351670664273,0.192499118868468,"setosa"
"14",5.26185893677225,3.87142724826563,1.59023027022033,0.221878645648734,"setosa"
"15",6.03774660104214,2.6724662655294,3.176751712644,0.653061838528308,"setosa"
"16",5.01242488578956,3.54434065677192,1.61474488835049,0.347920368708272,"setosa"
"17",4.96294103852986,3.7999619909951,1.52767231642831,0.319686568037992,"setosa"
"18",6.63406262235782,2.96442117600226,4.20937143504457,1.74492710466584,"versicolor"
"19",6.34077385580321,3.10997728603241,5.93541772712931,1.79909480798762,"virginica"
"20",6.45555849461545,2.47704607933016,4.96036709492938,1.89114906229871,"versicolor"
"21",4.49442451369673,3.30150183475136,1.56473789171484,0.233064337856801,"setosa"
"22",7.41697011817451,2.69205306033683,6.35343916393399,1.78571860230972,"virginica"
"23",5.07194512100212,3.59561882895613,1.4119453286214,0.343213587065983,"setosa"
"24",4.9917618421492,2.02240624236734,3.09308604300166,1.09511312889052,"versicolor"
"25",6.81986848999822,3.20865273422736,4.84289323824731,1.46327937955093,"versicolor"
"26",5.73557716842943,4.10144980263325,1.45035631068553,0.42977602061583,"setosa"
"27",5.16895835255436,2.09043715764886,3.07870144468061,0.770265391654596,"versicolor"
"28",6.11326423936978,2.6159531751575,4.68518303063522,1.69830467405056,"virginica"
"29",5.35946106389271,3.74484734272457,1.39197694870859,0.165790162364498,"setosa"
"30",5.5222735070335,2.41249275880134,5.06836320443112,1.73629828288484,"virginica"
"31",5.4780767673652,2.72690832015542,4.40029042955615,1.2527857524856,"versicolor"
"32",5.12019502305459,3.60422932215989,1.51144456727127,0.420730172816555,"setosa"
"33",6.43257006374732,3.04640883771089,5.35005603840723,1.58927266126117,"versicolor"
"34",6.32880254978419,2.82517730966636,5.66148403938629,2.15980721931393,"virginica"
"35",6.92727242498203,3.24733804765785,4.88272745934547,2.27043990295918,"virginica"
"36",7.40377285602637,2.00135010051713,6.75027053509915,1.90021154916021,"virginica"
"37",5.9803599943833,3.50145115988876,5.7515854785273,2.03008335682518,"virginica"
"38",5.87386954738535,3.32317701911484,1.44937987687448,0.198067715005173,"setosa"
"39",6.24350012695244,3.48193437445616,5.34701219114415,2.58587903147329,"virginica"
"40",6.59865586571113,3.24083311501361,5.73507186309902,2.08898820320249,"versicolor"
"41",4.83023584628898,3.63793523029819,1.42351957806844,0.198963600243937,"setosa"
"42",5.76035092455488,2.91395307903816,3.28053912333502,1.31160127624089,"versicolor"
"43",6.70767822053799,3.16188894198902,5.20962194779127,2.24832626431579,"virginica"
"44",6.05696636287946,3.20481381026686,4.73989902576792,1.74734495097613,"versicolor"
"45",5.30465420350787,3.77180064185554,1.59171686484443,0.215061694113831,"setosa"
"46",6.9081437414969,2.93023879966504,4.64030316590992,1.76165899035164,"versicolor"
"47",5.24690025947693,3.84548449756873,1.46104941323852,0.703048890542557,"setosa"
"48",4.41821940777216,3.31668644023161,1.0045862969693,0.205907809151921,"setosa"
"49",6.19538699137475,3.14087801260253,4.10385747479793,1.26730749440653,"versicolor"
"50",5.61638149402675,4.773732140971,1.45268391542874,0.332019062015089,"setosa"
"51",5.90603080555607,3.04905226689134,4.53999958358065,1.50026636025008,"versicolor"
"52",5.01647104670013,3.64713259598689,1.42312010899071,0.178173693526471,"setosa"
"53",5.9924361661079,2.52712133925231,4.92776641938351,1.14840775471502,"versicolor"
"54",6.57165318800983,3.11262366567452,5.55584425667082,1.89486056956897,"virginica"
"55",6.54992518408178,2.94125680613134,5.239929360886,1.42105425644804,"versicolor"
"56",7.01620144133002,3.83838113575327,6.71444133330699,2.09500069183006,"virginica"
"57",4.3868096395573,2.71853652707239,1.47392098398501,0.226015326938143,"setosa"
"58",5.28270669876763,2.94204693910082,4.30734802550177,1.19296512459527,"versicolor"
"59",5.94739347302154,2.88537214187221,5.61505270508436,1.53063219416538,"versicolor"
"60",4.96931427756705,3.10379998091005,1.26616756863128,0.217974759891078,"setosa"
"61",7.72065268791228,3.1133707500936,6.89730691817892,2.05242799030476,"virginica"
"62",6.2544374217703,2.81125150193829,6.57241037274609,2.53802607056739,"virginica"
"63",7.07893229476358,3.41471570187353,5.06663296205005,2.50368231904355,"virginica"
"64",4.67529479118606,4.12928179610705,1.2351237344912,0.190003093690889,"setosa"
"65",6.17037506007424,2.62663019909854,3.77314356132623,1.33613597305013,"versicolor"
"66",4.82895341149799,3.22435920670327,1.17374445988099,0.275527749042074,"setosa"
"67",6.48700437732497,3.0964138158545,5.05636986979949,1.93916614612485,"virginica"
"68",4.98075410828256,3.09976551302922,1.46504843355124,0.292441561299511,"setosa"
"69",4.63155895093327,2.52765441163555,3.15014039087336,1.13685997655304,"versicolor"
"70",6.39333196184796,2.82571820607716,5.68727110185252,1.96946923610208,"virginica"
"71",6.12382309889109,3.24711246055277,4.85371503322328,1.4053377931605,"versicolor"
"72",5.43271155182087,3.61955883003187,1.25897473097896,0.251205127574884,"setosa"
"73",5.33527343897172,3.7420627750169,1.40213905232395,0.837062097821676,"setosa"
"74",6.06727484418075,2.76018454106987,3.89211248982737,1.23907849938028,"versicolor"
"75",4.63108156820297,3.92972441755598,1.17883856185883,0.213848685317859,"setosa"
"76",5.03060493889466,3.20966526771321,1.31188284331584,0.159108632521499,"setosa"
"77",6.25914562291334,2.81815214247287,5.21955023697852,2.0647995740365,"virginica"
"78",6.46002086590988,2.70828533042908,4.50372887406381,1.47793264643902,"versicolor"
"79",4.91594344308381,3.642708044617,1.3987154467209,0.171380709137313,"setosa"
"80",6.26320544479635,2.7731360122884,5.80339895421061,2.27995225534457,"virginica"
"81",7.03632463620151,2.68284708356075,5.32455269938972,1.75245462510659,"virginica"
"82",6.39648632083837,3.38165339854914,5.4699684199567,2.23876138115163,"virginica"
"83",5.14244313156916,1.96486164995822,3.97298165671738,1.14349686349617,"versicolor"
"84",5.67460037600032,2.65732367867315,3.89802098773224,0.743415444859129,"versicolor"
"85",5.85343631809779,2.67433595557691,4.22600270634603,1.23345293329225,"versicolor"
"86",4.67931308851943,2.97235265305943,1.52375658710798,0.256465174349767,"setosa"
"87",6.33072220794345,3.29866513876481,5.46887584784574,2.14656258918449,"virginica"
"88",5.43109297806605,3.04454647902085,4.45159455629479,1.188310212177,"versicolor"
"89",4.45003010396616,3.07386047085633,1.32856141055336,0.243596333003151,"setosa"
"90",6.08444118966542,2.85805976321155,5.60205602072194,2.28392484305625,"virginica"
"91",7.30706434466216,3.5672011438005,6.60241674904716,1.99730088658844,"virginica"
"92",4.82299827333867,3.25128298224544,1.82217604592873,0.187142023009075,"setosa"
"93",4.84670737667453,3.58562103649205,1.31288457188098,0.212267733114562,"setosa"
"94",5.06839301770567,3.66616111525436,1.74189125052181,0.215233560958701,"setosa"
"95",5.50116687282153,3.99667127136106,1.31685979287186,0.980097302660834,"setosa"
"96",5.65861276969814,2.36171487998447,3.66130297874284,1.66878997599484,"versicolor"
"97",6.30621149483404,2.95975542261995,6.17770801487952,2.12464744231831,"virginica"
"98",5.51373838534078,2.85271429193299,6.09611829293617,2.12779170253405,"virginica"
"99",6.64765353577322,3.10994055890212,5.64457747044004,2.497679407602,"virginica"
"100",6.64746188839982,2.70494703878414,5.38027928726716,1.9881502496233,"virginica"
"101",5.70793137697954,2.82087059450232,3.42508429626013,1.3,"versicolor"
"102",7.49539817280537,3.36450636866207,6.38462998348819,1.68990246801479,"virginica"
"103",6.61337364005795,2.56960466091493,4.49167650131672,1.30119611231435,"versicolor"
"104",7.6808801036601,3.3638796861039,6.56308848185804,1.9333014467313,"virginica"
"105",6.15767873183321,2.58879784651913,4.9668574590753,1.48081562327786,"versicolor"
"106",5.03116547538821,3.99056087751219,1.32546709184858,0.19410319114012,"setosa"
"107",5.46484292169583,2.86059926662245,4.58841211265288,1.24875513429612,"versicolor"
"108",6.0268957072809,2.47998777719127,4.80186860768474,1.33548659921188,"virginica"
"109",6.29649898547181,2.53651067120399,4.76047981999945,1.458449833786,"versicolor"
"110",4.87868152766742,3.89736970507304,1.63312715633816,0.42399266962599,"setosa"
"111",6.7736129259012,2.91468710044152,5.23227839718986,1.95020455591583,"virginica"
"112",6.40986091590218,3.15976711516857,3.94345463070899,1.25281553939133,"versicolor"
"113",7.04057377356415,3.61431552770905,5.98502176190021,2.34675591051169,"virginica"
"114",6.21498687719107,3.23989847588565,5.32391852657087,1.82589945817838,"virginica"
"115",7.38880033968659,2.80645550745423,4.83654347148759,1.73654729279478,"versicolor"
"116",6.57401282978409,2.8282910634376,4.3257978451959,1.29143513463879,"versicolor"
"117",6.19490996806609,2.85091319177277,5.36051137922982,2.04598496287146,"virginica"
"118",6.51045862618023,3.29158414605292,4.20010857938466,1.50226810897459,"versicolor"
"119",4.92820128575469,3.60480705588645,1.49148713230668,0.0331852758559218,"setosa"
"120",6.3174411946951,2.94470790988158,3.75194015406403,1.24368173643233,"versicolor"
"121",7.38921612004608,2.74225658099621,5.53967133649406,1.93866181578475,"virginica"
"122",5.58255491370759,2.52880790732639,2.97421642865865,1.41994286194625,"versicolor"
"123",5.44865200119787,2.25233510830105,4.79592037234922,1.53893054589126,"versicolor"
"124",6.49481301228945,3.16318070808,5.27388379511937,1.40551091828943,"virginica"
"125",5.95186027779793,2.36646992403615,3.12436710711218,1.35672884150145,"versicolor"
"126",5.17831286986119,3.17767717799588,4.09073742800663,0.553772705734565,"setosa"
"127",6.81446384292276,2.97539055307506,5.17391564670237,1.5943838435237,"versicolor"
"128",5.65171767178025,3.5962531997508,3.89728800828613,0.486448113894345,"versicolor"
"129",5.92362470651983,2.54514318968554,4.70015605867581,1.41581595391419,"virginica"
"130",5.2069215729416,3.89480651538198,1.35083329910292,0.23045446366342,"setosa"
"131",6.02186701576628,3.06499097838076,3.17154528942136,1.25461444838319,"versicolor"
"132",6.27201944852265,2.71350788482142,4.36424548083528,1.49692260413108,"versicolor"
"133",6.58640873365618,3.03686273018005,4.93642123013077,1.82548070300008,"virginica"
"134",6.37209091792572,2.95757452380779,4.63028623837062,1.28131558643626,"versicolor"
"135",5.63846975585253,3.28466066850272,1.43347854336138,0.23684575602791,"setosa"
"136",6.5940028850087,2.74366592140036,4.29187095727933,1.44326346185539,"virginica"
"137",4.48301133771346,3.26342583555128,1.27615149109939,0.288223135926621,"setosa"
"138",4.73359185757438,3.53925479208922,1.26851292795688,0.192591973598923,"setosa"
"139",6.13274603894256,2.83102493066089,4.88881461834743,1.50563585247411,"versicolor"
"140",4.58370331301565,4.08827694995872,1.20476095398088,0.207620743057108,"setosa"
