"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"1",7.89200288001924,0.273327583802167,0.324748327530243,2.89872026591805,0.0437381027324538,36.6029058161262,226.623973425913,0.99438238717636,3.03963307228704,0.469248031490659,9.47442004101496,"5"
"2",6.63342534262261,0.177904250905092,0.232938773050318,4.06161709763133,0.0293880317553195,35.5297487694477,50.1598602415755,0.992084656617082,3.38015872980376,0.483407945333203,12.0405226669603,"8"
"3",7.28185616845794,0.229316410277905,0.393157784656335,17.1380997379849,0.0459681975832405,24.2107064159379,103.183034092908,0.998870789488091,3.1043384984857,0.440937407001957,8.84035012537503,"6"
"4",7.59695053270779,0.312240031035025,0.551241157830503,11.9039122302732,0.0484423330702375,58.1945061581934,219.404767491887,0.998930957136977,3.10235868625296,0.504129615360706,8.80473861902951,"6"
"5",6.00322051734403,0.265492919171114,0.342388809891479,3.59141222066207,0.0362611751943019,28.8249928814994,147.949944338899,0.991218814675324,3.34562372928898,0.595622003338008,11.9572175148991,"7"
"6",6.32404284903653,0.419274291225561,0.256783839471438,15.0788370991684,0.0503323172403065,26.3834402260329,219.02432352985,0.997260158171975,3.41831565051322,0.5427572553546,9.80351460327595,"6"
"7",7.51790360211474,0.319504025322935,0.268856275640435,1.68259617949227,0.0414067292782606,27.1943477802348,118.500136862846,0.993372954346884,3.45340875424144,0.567677485607431,10.9677677674419,"8"
"8",7.78191452496694,0.307322611306503,0.598480020187795,10.596693397234,0.0468146271888328,42.7246602265093,209.947308493801,0.996434357970421,3.35032324706992,0.383124104698744,9.74452231325327,"5"
"9",5.93962761402999,0.441457446416698,-0.0366722540854104,0.790101227555784,0.112365363661095,15.5278111443082,97.1226540571063,0.992931419238251,3.33077374821991,0.434074096320944,9.11920233372559,"5"
"10",7.22329232102541,0.356751657936991,0.305069642963683,7.01263375984821,0.0392032336145364,42.5108680043741,147.907147839277,0.99197541451016,3.28845268153154,0.422257108622,11.3684279435203,"7"
"11",6.61022386984926,0.270068866285656,0.254653365383623,3.44225151478866,0.0370497437714039,34.6446544744204,92.6289857941141,0.990133198894934,3.12014531289663,0.588936494528385,12.544673528864,"8"
