"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Class"
"1",4.32130879711769,-1.96283236541612,0.179801523900628,0.388246918012025,-0.0935267574690376,-0.513785748267383,0.354604705030132,-0.0985592833998456,-0.623601673213496,0.0480299714663793,"hAd"
"2",6.79722804255165,-2.47896720394375,-0.462526454386971,-0.83602606461804,-0.952877279203325,0.80751525735854,0.375605843085345,0.645076905518638,-0.188794915817154,-0.755355273366517,"hAd"
"3",12.7412411891015,-3.94401460372999,-0.903741937825772,0.287912154717648,-1.19043991225854,1.3143049696226,-0.0914439419665848,-0.398143937271466,-0.688560864536124,0.798611954397368,"hYd"
"4",9.39980118610041,-3.37752515590435,-0.453378038002192,0.426762142572842,-0.328713842521371,0.357629123808804,0.685982095561105,1.32769371112363,0.339229242084703,-0.527718261107486,"hed"
"5",9.91873434548664,-3.22284799195066,-0.734413629077055,0.61064440793203,-0.681445788561418,1.66951351315183,-0.129581309308146,0.510586962336923,0.0246272724741456,-0.344823586462286,"hEd"
"6",13.7090004739768,-3.65245071214252,-0.67615643087292,-0.011903173771518,0.0642106226646687,0.520177503266292,-0.000827663963505365,-0.293850525712228,-0.546169755624309,0.0774756835097844,"hYd"
"7",9.40432438249492,-3.4691478547415,-1.32224405107281,-0.0479787529099938,-0.477876584957439,1.08042940804816,0.195203376881749,0.358103165951954,-0.0699200728537436,-0.419710681166474,"hed"
"8",9.62864656817097,-3.48698056816799,-0.355506627355511,0.90039233079364,0.0380903329196222,0.12048528099141,-0.0927510685535649,-0.574829489461259,-0.797382145558312,0.980877301115091,"hed"
"9",10.2516473737486,-3.91213599830012,-0.616382576939893,0.91582941981882,0.084558883982297,1.8105599708337,0.20260054660085,0.598576610161005,-1.01248586429488,-0.562004424606795,"hud"
"10",13.4219192461752,-2.89350197506728,-0.420481346712581,1.49472895004557,-0.388305888076114,0.151338832381763,-0.371933531740812,-0.597508284937156,-0.11706599288112,1.10501837087779,"hEd"
"11",3.78175885404802,-3.31067211598767,-0.970446104409227,1.84219333619249,0.738555601368906,2.08823584800389,0.0161404493388603,0.228871565058007,-0.637145081210142,-1.4059534580364,"hid"
"12",9.67974199116509,-3.26971143093762,-1.76924886555947,-0.330480449695528,-0.639516857380378,1.10317151877086,0.0590943571933848,-0.592295311414025,-0.729636528833098,0.413606736532711,"hOd"
"13",14.2219429520221,-2.69773402544321,-0.624213434338724,0.0569337931951488,0.361356346833155,1.33945430283728,-0.78448259504879,-0.541506732636562,-1.27598094531808,0.775009357655677,"hed"
"14",8.83432274428196,-1.94819958667956,-1.02976617735485,0.592957843014074,-1.15235035058537,0.341200945669469,0.443744525874013,-0.0270012215124577,-0.187623981944724,-0.618743164086427,"hAd"
"15",4.66799497111497,-3.268452215573,-0.79499705975287,-0.124836603579893,-0.640210654690973,0.534454400043293,0.810004784979523,0.184134909899615,-0.647642658181787,-0.473483441188392,"hYd"
"16",1.37816278054808,-2.22424378025636,-0.929424414828148,0.910489316400055,-0.959645295420051,0.844849044938051,-0.580972887464269,0.961185025724913,-0.288331499655731,-0.515340026117416,"hYd"
"17",8.5050907317394,-4.40679859245432,0.814804441386533,1.11953097012353,0.380559619458732,-0.787020661936515,-0.672597815745878,-0.442261499150039,-0.679976291038874,1.16932146878154,"hud"
"18",8.34017961426438,-3.03822170652212,-1.43671525212754,0.695778673870239,0.192458227216392,0.888650904021247,0.299156934271687,0.188441047690457,-1.54241306153814,-1.01158255860296,"hOd"
"19",10.4278630000983,-3.44538465336199,-0.390986957057078,0.66905247585112,-0.212025127021806,0.233513093865502,0.139830965584481,0.378103788238957,0.222886232338391,-1.01184124956343,"hed"
"20",5.70324666177524,-3.15342625203278,-0.822102775023329,0.29371772329279,-0.680843826955156,0.279316866901701,0.206549415462479,0.384706944017307,-0.0915224049490892,-0.552910824461736,"hYd"
