Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
35266.86150937873,698.850965112343,260.01441402728636,173.0189320885156,1.4089083993233884,0.7560984562490445,35667.20892654746,211.86570183553226,0.7566813210032945,0.9879163254510981,0.8906834614991749,0.8192385893417707,0.007091065882446602,0.001973688244930188,0.6609331472253827,0.996316080266903,SIRA
38772.885272531275,735.1047813929993,275.0491730554964,179.99359074209423,1.5571308779229496,0.7377362537261642,39198.848234155535,222.21832339182393,0.8062945197417806,0.9856214874957646,0.9363726557197145,0.821195324750692,0.0072226501049211375,0.0016099062094519698,0.688007742652259,0.996975563879054,SIRA
75381.83910485884,1057.9815901780546,411.36761349346534,235.37478097446999,1.729555105886542,0.8446797108563526,76466.12894150741,309.82900862092373,0.6536860900917776,0.9806351405777034,0.8828088463001225,0.7299788577416868,0.005064295011629074,0.0010197426231038625,0.5858435859797814,0.985920737421819,CALI
27317.256012844362,618.8827251515523,230.46118577792802,151.4173724860601,1.479318717610327,0.7912713423105715,27685.19472414892,186.4730643493493,0.8033442154637614,0.988679676957202,0.9074973318724686,0.7639761524228562,0.008153923381242285,0.0021182214698978194,0.6009402027303665,0.9941505628360928,DERMASON
46223.09131570867,782.8056602296881,273.65363011820773,215.44240957983564,1.465084386640773,0.5717640062537668,46621.818363304235,242.46245793356997,0.7362715245282064,0.9875810506195593,0.8275242189867648,0.8531338823197356,0.006197166782036227,0.0017468520364047435,0.7386806050801126,0.997629698367417,SEKER
82549.54772706568,1129.032490202037,412.9686033250655,256.52168330508033,1.7817620542527801,0.7355200079028049,83849.57368175685,323.778273749165,0.7067192412943051,0.9896661967103308,0.7845406181822598,0.7842889172359092,0.004771355169799654,0.0010635696308739949,0.6379068147766601,0.9954568227807596,BARBUNYA
35427.418491390126,701.2507101693766,261.9533949302004,172.6753318230296,1.5550061749697597,0.772388091792575,35821.40770335558,212.28795388173322,0.7201334895768552,0.985861553355114,0.905299709303528,0.7780376627849515,0.007238227916583564,0.0019083365391819448,0.6603328933025125,0.9986782558622593,DERMASON
46769.46840470771,857.0891242601151,347.12578870879656,172.8195091405176,2.0881984379131606,0.8246444279637098,47426.35372835741,243.49238595048914,0.8264961420005822,0.9820220400185421,0.7989937355190624,0.7458130679622014,0.007184271532867536,0.0013340095716638009,0.5108495047245305,0.9932918478927925,HOROZ
61508.82356345884,975.9174138814656,385.90700527088484,203.6587105340741,1.8711015267959783,0.8058968293225539,62260.791569173365,279.219767589822,0.6562447566453864,0.9826865763575785,0.8320921496808265,0.6889100086184787,0.0058351629948917095,0.0009541240160459042,0.5489990254861448,0.9958315642974579,HOROZ
48870.461948600794,840.641596407645,315.7750295994252,198.57811168531234,1.5638672839184486,0.7316686808862787,49482.76387066198,249.50236735032317,0.6564459371124877,0.9884364755764021,0.8372750481067766,0.7889269193947597,0.006452735456673566,0.0014313841403905299,0.6078607013919974,0.9914607799041019,SEKER
41717.67641360037,771.028860218995,292.701176396939,182.35085775427075,1.6167398724417228,0.7662360001288104,42193.00684603403,230.62669603279426,0.7174418015526072,0.9841809738683674,0.8861470145592675,0.7537644183094383,0.006950529806455861,0.001593086751264161,0.5775312676127812,0.9958443491418254,SIRA
68240.38854813768,1027.7796612370048,355.1161530032262,245.80465630565766,1.4738001522546806,0.6466650993697267,69394.63530319168,294.8751296031926,0.7420442917786585,0.9845669657055064,0.8187171210297981,0.8658998597449564,0.0051670526744205655,0.0014211128719023287,0.6509976849934795,0.9987819029511161,BARBUNYA
46769.67002452815,857.4785255775422,347.3531262481764,172.7649873796426,1.8511194812767808,0.8365423167647119,47425.95056311083,243.71829344373927,0.7404983844847705,0.9835274580548279,0.7974082445294002,0.740690466845801,0.00745605189578536,0.0011825518868938396,0.4756369770188981,0.9929080726319109,HOROZ
