Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex,Rings
0.7159257523201035,0.5149587577463158,0.20694008161080246,2.0951651760073666,0.5994291689799633,0.38208513801220223,0.44295783482214346,F,12
0.6058713699593338,0.4855002823830597,0.1801083538326616,1.1382616321319887,0.43835585551921546,0.15010572064572647,0.26495696799851987,M,10
0.5893842245416937,0.4651335403886879,0.17429708467927602,1.287428561619647,0.5030473938685108,0.2961969821932011,0.267752009517707,M,26
0.5524704669483768,0.49502154603022536,0.15232873355617516,1.0691341785226665,0.540377585192776,0.14621791302270365,0.3650020842573918,I,9
0.7906561817696898,0.5509221660560503,0.24683684497202985,2.1405970419457985,0.9965355071430024,0.5082696903024098,0.7309455278542467,F,13
0.5880429066109513,0.4572327825833603,0.16529723057117898,1.0669390342901781,0.44564849119517236,0.22550402357112717,0.2261480374288739,M,8
0.45302003999273416,0.35093357162504796,0.14172945281730193,0.6553812874444428,0.22780062032077095,0.16178741574178573,0.19939305024328774,M,9
0.604687433006935,0.5226914250244619,0.15725025859576477,1.1135611648370871,0.4448149728546704,0.1917376920502931,0.20325673893954616,M,15
0.6228330746248081,0.47067938688137234,0.1744916334131227,1.0944258884156521,0.5558618527021613,0.32573858208102285,0.38075983216910664,F,13
0.3223274668685357,0.24078603784873703,0.09560697384681124,0.2984885450936821,0.22933862983113618,0.032389782808842006,0.07975931157847362,I,10
0.48427765423074876,0.37518180572924187,0.1760288732580788,0.7989566190414757,0.4581265880000499,0.22269680333924144,0.21258211044284275,F,8
0.6701109930909475,0.5318912321997519,0.16159001761790218,1.5391586673908149,0.6754435724973029,0.29097052580089044,0.3930044062756339,M,11
0.44282445193540776,0.30476990622987354,0.11999916032599817,0.5716978667772201,0.2179042510953646,0.0901379491619109,0.16447840912490597,M,15
0.43340776902360095,0.3097661562478064,0.08606498906989184,0.19568844468181235,0.10211531884207944,0.14087580761051485,0.11939085040565117,I,23
0.6924740095627193,0.5720997304012765,0.1938485809244631,1.630147332131667,0.6614563291353437,0.42777226868424695,0.7148402794834158,M,11
0.7819978136915312,0.6090640464647735,0.24143541640748598,2.153975956184481,1.052821787768688,0.4392948072539246,0.7717467679383269,F,10
0.5931240627741887,0.4338107918755959,0.14466053882116459,0.9647815707207391,0.49072470506277077,0.24539140885710903,0.16963791277648443,M,14
0.5244697704090062,0.4330761538152919,0.1576060270240622,0.8010217267334572,0.5530078517116035,0.27003218394897177,0.2083451084770363,F,13
0.46266420263746355,0.45818809080714024,0.1574247268733136,0.9298477481350068,0.4213544045538279,0.20881542804570266,0.19691838029824038,F,10
0.39705878859350985,0.3309904218151059,0.10576784401645914,0.16034320852865583,0.15054070028743685,0.10525871656155046,0.16327619366557633,F,6
0.5721487322334008,0.48487517958196114,0.18423746327451176,1.1325879732745714,0.523445259741531,0.17576824466444022,0.24084745595685247,M,11
0.5699402813737413,0.49302225635397673,0.17000730462522395,1.2070527289240045,0.5560632835605565,0.2448289625187984,0.23795358235037883,I,24
0.5828041745211897,0.4854638569019876,0.16663149884931136,1.1811145480990712,0.5799543189843577,0.2695526657060823,0.3394987153380896,M,20
0.4278943865472242,0.3614460883834429,0.11996143085307057,0.5790555382006379,0.21651365975579223,0.14404281622331666,0.11700370071989807,F,9
0.4902477340144849,0.3600676422396501,0.1150064566987734,0.5049908266814391,0.25003179127935965,0.1450887972799345,0.1580468536318898,I,6
0.46099089676788546,0.4082389423474895,0.12001104174544187,0.7819259324202263,0.24829047102430332,0.15255015157256227,0.1778578751224842,I,14
0.7177699851971702,0.584270942864459,0.17320473407606013,1.6190680498687986,0.651120141096716,0.22838963817538227,0.6769617946975668,I,11
0.6051609773110384,0.4683638934980951,0.14451107887661804,0.9750483821904881,0.5146587896887029,0.23204190359931282,0.34242993680965533,F,13
0.567838702651435,0.4915063482439096,0.14585760091211714,0.7589117811152408,0.3616283628892148,0.1563456004588618,0.3415519479194731,F,22
0.649624321105134,0.48129894051449684,0.18748159947618873,1.7152262276070804,0.5182232595998695,0.3825377063082723,0.32732533935628966,F,23
